"store_code","sales_value","cogs","total_expenses","marketing_expenses","inventory_value","exp_profit","product_id","sale_date"
"405","235","94","62","31","697","80","6","05/01/10 00:00:00"
"405","286","114","69","37","810","100","6","08/01/10 00:00:00"
"405","205","82","58","27","788","60","6","10/01/10 00:00:00"
"405","221","88","61","29","817","60","6","12/01/10 00:00:00"
"405","235","84","62","27","651","70","6","01/01/11 00:00:00"
"405","213","80","57","26","640","70","6","02/01/11 00:00:00"
"405","237","88","60","29","653","80","6","04/01/11 00:00:00"
"405","283","114","64","37","822","100","6","07/01/11 00:00:00"
"405","265","99","63","32","798","80","6","09/01/11 00:00:00"
"405","218","82","58","27","788","60","6","10/01/11 00:00:00"
"405","133","59","55","22","403","30","8","07/01/10 00:00:00"
"405","126","56","54","21","385","50","8","10/01/10 00:00:00"
"405","145","65","58","24","403","20","8","12/01/10 00:00:00"
"405","129","58","51","22","338","20","8","05/01/11 00:00:00"
"405","155","65","58","24","403","20","8","12/01/11 00:00:00"
"405","220","92","113","83","541","40","9","02/01/10 00:00:00"
"405","227","95","115","86","532","30","9","03/01/10 00:00:00"
"405","227","95","116","86","554","30","9","04/01/10 00:00:00"
"405","297","124","141","112","717","60","9","07/01/10 00:00:00"
"405","230","96","117","87","683","40","9","10/01/10 00:00:00"
"405","213","79","106","72","551","30","9","01/01/11 00:00:00"
"405","234","92","113","83","541","40","9","02/01/11 00:00:00"
"405","294","124","131","112","717","60","9","07/01/11 00:00:00"
"405","314","133","140","120","705","60","9","08/01/11 00:00:00"
"405","238","93","114","84","692","40","9","09/01/11 00:00:00"
"405","239","94","115","85","694","20","9","11/01/11 00:00:00"
"405","200","84","50","26","500","70","4","01/01/10 00:00:00"
"405","206","86","50","26","300","70","4","02/01/10 00:00:00"
"405","214","89","51","27","94","80","4","03/01/10 00:00:00"
"405","218","91","51","28","-1785","70","4","10/01/10 00:00:00"
"405","224","84","52","26","500","70","4","01/01/11 00:00:00"
"405","228","89","51","27","94","80","4","03/01/11 00:00:00"
"405","279","118","55","36","-660","100","4","06/01/11 00:00:00"
"405","333","141","62","43","-942","110","4","07/01/11 00:00:00"
"405","232","91","51","28","-1785","70","4","10/01/11 00:00:00"
"405","261","102","54","31","-2003","60","4","11/01/11 00:00:00"
"407","205","82","59","27","788","90","2","10/01/10 00:00:00"
"407","236","88","60","29","817","80","2","12/01/11 00:00:00"
"407","144","59","27","16","842","70","13","06/01/10 00:00:00"
"407","180","77","52","25","423","60","6","02/01/10 00:00:00"
"407","195","83","54","27","575","70","6","12/01/10 00:00:00"
"407","121","54","54","20","391","10","9","11/01/10 00:00:00"
"407","182","83","46","25","1063","50","10","09/01/10 00:00:00"
"407","188","80","46","24","1079","30","10","12/01/11 00:00:00"
"408","135","154","94","50","1288","-120","3","03/01/11 00:00:00"
"408","384","162","167","147","943","60","5","07/01/11 00:00:00"
"408","245","100","39","28","822","110","8","04/01/10 00:00:00"
"408","249","95","38","26","799","100","8","03/01/11 00:00:00"
"408","190","83","40","27","574","60","10","06/01/10 00:00:00"
"408","202","83","39","27","613","60","10","02/01/11 00:00:00"
"408","142","54","26","15","601","50","12","12/01/11 00:00:00"
"409","452","207","86","64","965","220","2","01/01/10 00:00:00"
"409","559","241","96","74","1321","240","2","12/01/11 00:00:00"
"409","290","118","45","33","930","100","5","11/01/10 00:00:00"
"409","259","99","38","27","766","100","5","02/01/11 00:00:00"
"409","227","87","35","24","756","90","5","03/01/11 00:00:00"
"409","150","54","27","15","456","60","6","01/01/11 00:00:00"
"409","228","94","34","26","562","90","6","06/01/11 00:00:00"
"409","93","38","35","12","414","30","9","06/01/10 00:00:00"
"409","107","43","36","13","419","50","9","10/01/10 00:00:00"
"409","159","64","48","21","-161","50","4","05/01/11 00:00:00"
"413","494","72","55","23","558","360","2","01/01/10 00:00:00"
"413","576","60","51","19","-2572","460","2","09/01/10 00:00:00"
"413","553","72","58","23","558","360","2","01/01/11 00:00:00"
"413","49","20","17","5","464","20","13","05/01/10 00:00:00"
"413","44","18","16","5","478","20","13","06/01/10 00:00:00"
"413","53","21","17","5","480","30","13","10/01/10 00:00:00"
"413","114","53","77","48","491","0","5","05/01/10 00:00:00"
"413","113","53","72","48","491","0","5","05/01/11 00:00:00"
"413","110","39","60","36","560","20","5","07/01/11 00:00:00"
"413","117","53","49","20","361","20","9","05/01/11 00:00:00"
"413","57","23","18","6","868","30","11","07/01/10 00:00:00"
"413","84","32","19","8","813","40","11","03/01/11 00:00:00"
"413","56","23","17","6","868","30","11","07/01/11 00:00:00"
"413","291","145","64","40","1292","100","7","08/01/10 00:00:00"
"413","295","149","61","41","1245","100","7","06/01/11 00:00:00"
"414","149","67","59","25","391","30","1","09/01/10 00:00:00"
"414","129","58","51","22","338","20","1","05/01/11 00:00:00"
"414","139","63","52","23","397","30","1","08/01/11 00:00:00"
"414","134","56","55","21","385","50","1","10/01/11 00:00:00"
"414","223","93","114","84","692","40","2","09/01/10 00:00:00"
"414","245","96","116","87","683","60","2","10/01/11 00:00:00"
"414","180","77","52","25","432","60","3","01/01/10 00:00:00"
"414","180","77","53","25","423","60","3","02/01/10 00:00:00"
"414","188","80","53","26","415","70","3","03/01/10 00:00:00"
"414","195","83","54","27","433","80","3","04/01/10 00:00:00"
"414","231","99","59","32","565","90","3","08/01/10 00:00:00"
"414","201","77","55","25","432","60","3","01/01/11 00:00:00"
"414","212","85","56","28","555","70","3","09/01/11 00:00:00"
"414","208","83","55","27","575","70","3","12/01/11 00:00:00"
"414","150","69","43","21","965","50","5","01/01/10 00:00:00"
"414","154","70","42","21","957","60","5","02/01/10 00:00:00"
"414","182","83","46","25","1063","80","5","09/01/10 00:00:00"
"414","165","71","43","22","950","60","5","03/01/11 00:00:00"
"414","109","48","26","15","593","50","6","06/01/11 00:00:00"
"414","159","60","42","18","329","80","8","10/01/10 00:00:00"
"414","142","49","38","15","342","50","8","04/01/11 00:00:00"
"414","124","47","35","14","371","50","8","06/01/11 00:00:00"
"414","125","47","35","14","366","50","8","08/01/11 00:00:00"
"414","134","51","25","14","857","60","9","09/01/11 00:00:00"
"414","129","52","39","16","376","40","11","03/01/10 00:00:00"
"414","155","65","87","58","513","10","12","02/01/10 00:00:00"
"414","150","63","86","57","521","10","12","04/01/10 00:00:00"
"414","127","53","72","48","597","10","12","06/01/11 00:00:00"
"415","645","258","142","90","2067","360","2","02/01/10 00:00:00"
"415","169","200","111","66","2393","-140","3","06/01/10 00:00:00"
"415","180","72","54","23","541","50","13","03/01/10 00:00:00"
"415","170","68","54","22","559","40","13","04/01/10 00:00:00"
"415","131","52","49","17","668","20","13","07/01/10 00:00:00"
"415","318","125","147","113","729","30","5","04/01/11 00:00:00"
"415","626","252","115","83","1316","220","6","04/01/11 00:00:00"
"415","637","257","116","84","1662","240","6","10/01/11 00:00:00"
"415","261","100","39","28","822","110","8","04/01/11 00:00:00"
"415","525","241","96","74","1321","170","9","12/01/10 00:00:00"
"415","486","209","85","64","969","170","9","04/01/11 00:00:00"
"415","527","244","89","75","1213","190","9","06/01/11 00:00:00"
"415","213","87","35","24","756","80","11","03/01/10 00:00:00"
"415","230","94","38","26","562","80","12","06/01/10 00:00:00"
"415","521","260","96","72","1559","180","4","05/01/10 00:00:00"
"415","509","239","91","66","1464","150","4","04/01/11 00:00:00"
"417","160","72","61","27","606","40","2","08/01/10 00:00:00"
"417","109","50","33","15","1064","30","3","08/01/11 00:00:00"
"417","160","69","43","21","1060","40","3","11/01/11 00:00:00"
"417","76","34","46","12","197","0","13","01/01/10 00:00:00"
"417","86","38","47","14","248","0","13","08/01/10 00:00:00"
"417","81","36","43","13","252","0","13","07/01/11 00:00:00"
"417","80","32","20","8","841","50","6","08/01/10 00:00:00"
"417","79","32","20","8","837","50","6","09/01/10 00:00:00"
"417","84","32","19","8","833","80","6","10/01/11 00:00:00"
"417","104","43","69","39","282","10","8","05/01/10 00:00:00"
"417","118","49","74","44","335","0","8","12/01/10 00:00:00"
"417","114","44","69","40","251","10","8","03/01/11 00:00:00"
"417","114","44","69","40","261","10","8","04/01/11 00:00:00"
"417","102","84","50","26","625","-20","9","02/01/10 00:00:00"
"417","169","120","61","37","1334","0","9","07/01/10 00:00:00"
"417","116","86","49","26","1698","10","9","10/01/11 00:00:00"
"417","171","92","52","28","1898","20","9","12/01/11 00:00:00"
"417","85","36","38","11","187","10","11","03/01/10 00:00:00"
"417","82","35","38","11","248","10","11","11/01/10 00:00:00"
"417","87","35","38","11","191","10","11","02/01/11 00:00:00"
"417","94","37","40","12","195","10","11","04/01/11 00:00:00"
"417","91","39","36","12","212","20","11","05/01/11 00:00:00"
"417","75","33","45","12","162","0","12","03/01/10 00:00:00"
"417","56","25","42","9","209","0","12","10/01/10 00:00:00"
"417","69","29","45","11","169","-10","12","04/01/11 00:00:00"
"417","75","34","43","12","182","0","12","05/01/11 00:00:00"
"419","107","46","40","15","415","40","1","08/01/11 00:00:00"
"419","107","43","35","13","424","40","2","09/01/10 00:00:00"
"419","112","47","71","42","521","10","3","12/01/10 00:00:00"
"419","298","149","66","41","1245","120","5","06/01/10 00:00:00"
"419","121","54","54","20","337","30","6","04/01/10 00:00:00"
"419","115","51","52","19","396","30","6","06/01/10 00:00:00"
"419","124","55","53","20","410","40","6","11/01/10 00:00:00"
"419","129","54","54","20","337","30","6","04/01/11 00:00:00"
"419","109","45","51","17","409","30","6","09/01/11 00:00:00"
"419","128","54","54","20","404","70","6","10/01/11 00:00:00"
"419","110","46","51","17","422","40","6","12/01/11 00:00:00"
"419","49","20","17","5","464","30","8","05/01/10 00:00:00"
"419","60","22","17","6","452","30","8","02/01/11 00:00:00"
"419","72","29","20","8","862","40","9","09/01/10 00:00:00"
"419","94","36","22","10","862","40","9","11/01/11 00:00:00"
"419","218","82","58","27","788","60","11","10/01/11 00:00:00"
"419","245","102","54","31","666","70","12","11/01/10 00:00:00"
"419","228","89","51","27","481","70","12","03/01/11 00:00:00"
"419","333","141","62","43","692","110","12","07/01/11 00:00:00"
"419","275","116","54","35","678","100","12","08/01/11 00:00:00"
"419","232","91","51","28","656","80","12","10/01/11 00:00:00"
"425","193","79","48","25","425","110","2","06/01/10 00:00:00"
"425","211","86","50","27","463","120","2","07/01/10 00:00:00"
"425","156","63","43","20","446","70","2","11/01/10 00:00:00"
"425","209","86","46","27","454","120","2","08/01/11 00:00:00"
"425","178","68","43","21","445","80","2","09/01/11 00:00:00"
"425","230","96","117","87","683","100","3","10/01/10 00:00:00"
"425","154","64","88","58","551","10","13","05/01/10 00:00:00"
"425","149","62","85","56","612","10","13","09/01/10 00:00:00"
"425","201","75","102","68","522","20","13","01/01/11 00:00:00"
"425","165","65","87","58","513","10","13","02/01/11 00:00:00"
"425","133","59","56","22","377","20","5","06/01/10 00:00:00"
"425","140","63","57","23","397","20","5","08/01/10 00:00:00"
"425","121","54","54","20","391","20","5","11/01/10 00:00:00"
"425","134","56","54","21","385","50","5","10/01/11 00:00:00"
"425","155","71","44","22","950","50","6","03/01/10 00:00:00"
"425","168","69","44","21","965","60","6","01/01/11 00:00:00"
"425","164","70","43","21","957","60","6","02/01/11 00:00:00"
"425","175","81","44","25","1046","60","6","06/01/11 00:00:00"
"425","224","103","48","31","1073","90","6","08/01/11 00:00:00"
"425","175","75","44","23","1063","40","6","11/01/11 00:00:00"
"425","225","90","60","29","1148","80","8","07/01/10 00:00:00"
"425","223","90","56","29","1148","80","8","07/01/11 00:00:00"
"425","119","48","24","13","829","60","9","10/01/10 00:00:00"
"425","120","49","25","13","845","50","9","12/01/10 00:00:00"
"425","98","40","20","11","843","50","9","07/01/11 00:00:00"
"425","127","48","24","13","834","50","9","09/01/11 00:00:00"
"425","128","49","25","13","845","50","9","12/01/11 00:00:00"
"425","151","57","40","17","349","40","11","09/01/10 00:00:00"
"425","141","53","39","16","321","50","11","11/01/10 00:00:00"
"425","178","62","43","19","346","40","11","03/01/11 00:00:00"
"425","129","48","35","14","351","30","11","05/01/11 00:00:00"
"425","125","47","34","14","366","30","11","08/01/11 00:00:00"
"425","169","60","42","18","329","40","11","10/01/11 00:00:00"
"425","146","56","40","17","382","40","12","02/01/11 00:00:00"
"425","109","45","35","14","410","30","12","05/01/11 00:00:00"
"425","110","48","27","15","623","40","4","01/01/10 00:00:00"
"425","119","49","28","16","611","40","4","03/01/11 00:00:00"
"425","110","45","26","14","605","30","4","04/01/11 00:00:00"
"425","68","30","20","9","581","30","4","08/01/11 00:00:00"
"425","55","22","19","7","570","20","4","11/01/11 00:00:00"
"430","512","235","94","72","1060","270","2","05/01/10 00:00:00"
"430","567","260","101","80","1319","290","2","07/01/10 00:00:00"
"430","496","213","88","66","942","240","2","02/01/11 00:00:00"
"430","202","83","39","27","613","100","3","02/01/11 00:00:00"
"430","188","83","36","27","574","100","3","06/01/11 00:00:00"
"430","210","86","36","24","499","90","6","05/01/10 00:00:00"
"430","142","54","27","15","601","40","6","12/01/11 00:00:00"
"430","108","46","43","15","415","30","8","08/01/10 00:00:00"
"430","114","43","36","13","419","50","9","10/01/11 00:00:00"
"430","108","41","36","13","435","30","9","12/01/11 00:00:00"
"430","131","52","49","17","-587","40","4","08/01/10 00:00:00"
"432","554","239","96","74","1246","340","2","10/01/11 00:00:00"
"432","522","225","91","69","1272","230","2","11/01/11 00:00:00"
"432","190","83","39","27","613","100","3","02/01/10 00:00:00"
"432","274","113","40","31","897","120","5","06/01/11 00:00:00"
"432","199","76","33","21","580","80","6","10/01/11 00:00:00"
"432","128","52","38","16","357","50","9","02/01/10 00:00:00"
"435","165","75","44","23","956","70","1","02/01/10 00:00:00"
"435","163","74","44","22","949","70","1","03/01/10 00:00:00"
"435","167","76","44","23","965","70","1","04/01/10 00:00:00"
"435","148","68","42","21","998","60","1","05/01/10 00:00:00"
"435","142","65","41","20","1042","60","1","06/01/10 00:00:00"
"435","132","60","40","18","1070","60","1","07/01/10 00:00:00"
"435","142","65","41","20","1053","90","1","10/01/10 00:00:00"
"435","139","63","40","19","1075","50","1","12/01/10 00:00:00"
"435","174","74","44","22","949","70","1","03/01/11 00:00:00"
"435","147","68","39","21","998","60","1","05/01/11 00:00:00"
"435","141","65","38","20","1042","60","1","06/01/11 00:00:00"
"435","109","50","33","15","1064","40","1","08/01/11 00:00:00"
"435","145","62","41","19","1059","70","1","09/01/11 00:00:00"
"435","151","65","41","20","1053","90","1","10/01/11 00:00:00"
"435","160","69","42","21","1060","50","1","11/01/11 00:00:00"
"435","148","63","40","19","1075","50","1","12/01/11 00:00:00"
"435","130","55","45","18","312","70","2","01/01/10 00:00:00"
"435","130","55","45","18","305","70","2","02/01/10 00:00:00"
"435","119","51","43","16","311","50","2","04/01/10 00:00:00"
"435","113","48","43","15","334","50","2","05/01/10 00:00:00"
"435","98","42","41","13","384","40","2","08/01/10 00:00:00"
"435","113","48","43","15","380","50","2","09/01/10 00:00:00"
"435","111","47","42","15","375","80","2","10/01/10 00:00:00"
"435","124","53","44","17","380","50","2","11/01/10 00:00:00"
"435","145","55","47","18","312","70","2","01/01/11 00:00:00"
"435","139","55","45","18","305","70","2","02/01/11 00:00:00"
"435","127","51","43","16","311","50","2","04/01/11 00:00:00"
"435","112","48","40","15","334","50","2","05/01/11 00:00:00"
"435","107","46","40","15","367","50","2","06/01/11 00:00:00"
"435","99","43","38","14","388","40","2","07/01/11 00:00:00"
"435","97","42","38","13","384","40","2","08/01/11 00:00:00"
"435","118","47","42","15","375","80","2","10/01/11 00:00:00"
"435","132","53","44","17","380","50","2","11/01/11 00:00:00"
"435","121","49","44","16","392","50","2","12/01/11 00:00:00"
"435","193","86","66","32","484","80","3","02/01/10 00:00:00"
"435","189","85","66","32","476","70","3","03/01/10 00:00:00"
"435","178","80","64","30","494","70","3","04/01/10 00:00:00"
"435","173","77","62","29","529","70","3","05/01/10 00:00:00"
"435","169","76","61","28","580","70","3","06/01/10 00:00:00"
"435","169","76","62","28","613","70","3","07/01/10 00:00:00"
"435","160","72","61","27","606","60","3","08/01/10 00:00:00"
"435","177","79","64","30","593","120","3","10/01/10 00:00:00"
"435","153","68","59","25","619","50","3","12/01/10 00:00:00"
"435","206","86","66","32","484","80","3","02/01/11 00:00:00"
"435","201","85","66","32","476","70","3","03/01/11 00:00:00"
"435","171","77","58","29","529","70","3","05/01/11 00:00:00"
"435","167","76","57","28","580","70","3","06/01/11 00:00:00"
"435","167","76","58","28","613","70","3","07/01/11 00:00:00"
"435","160","67","59","25","599","50","3","09/01/11 00:00:00"
"435","189","79","64","30","593","120","3","10/01/11 00:00:00"
"435","196","82","64","31","601","60","3","11/01/11 00:00:00"
"435","65","29","45","11","169","10","13","01/01/10 00:00:00"
"435","68","30","44","11","165","10","13","02/01/10 00:00:00"
"435","75","33","46","12","162","10","13","03/01/10 00:00:00"
"435","65","29","44","11","169","10","13","04/01/10 00:00:00"
"435","78","35","46","13","204","10","13","06/01/10 00:00:00"
"435","89","40","48","15","219","20","13","07/01/10 00:00:00"
"435","65","29","45","11","215","10","13","08/01/10 00:00:00"
"435","54","24","43","9","212","0","13","09/01/10 00:00:00"
"435","56","25","43","9","209","10","13","10/01/10 00:00:00"
"435","45","20","40","7","218","0","13","12/01/10 00:00:00"
"435","73","29","47","11","169","10","13","01/01/11 00:00:00"
"435","72","30","44","11","165","10","13","02/01/11 00:00:00"
"435","80","33","46","12","162","10","13","03/01/11 00:00:00"
"435","77","35","43","13","204","10","13","06/01/11 00:00:00"
"435","88","40","45","15","219","20","13","07/01/11 00:00:00"
"435","64","29","42","11","215","10","13","08/01/11 00:00:00"
"435","58","24","43","9","212","0","13","09/01/11 00:00:00"
"435","60","25","43","9","209","10","13","10/01/11 00:00:00"
"435","81","34","45","12","211","0","13","11/01/11 00:00:00"
"435","48","20","40","7","218","0","13","12/01/11 00:00:00"
"435","112","49","29","16","623","40","5","01/01/10 00:00:00"
"435","111","48","27","15","599","40","5","05/01/10 00:00:00"
"435","111","48","28","15","593","40","5","06/01/10 00:00:00"
"435","159","69","34","22","572","60","5","09/01/10 00:00:00"
"435","231","101","45","33","552","90","5","11/01/10 00:00:00"
"435","214","94","43","31","540","70","5","12/01/10 00:00:00"
"435","125","49","30","16","623","40","5","01/01/11 00:00:00"
"435","119","49","28","16","617","40","5","02/01/11 00:00:00"
"435","127","52","30","17","605","50","5","04/01/11 00:00:00"
"435","110","48","25","15","599","40","5","05/01/11 00:00:00"
"435","105","46","26","15","587","40","5","07/01/11 00:00:00"
"435","174","77","34","25","581","60","5","08/01/11 00:00:00"
"435","251","103","46","33","564","110","5","10/01/11 00:00:00"
"435","228","94","43","31","540","70","5","12/01/11 00:00:00"
"435","123","50","26","14","821","50","6","01/01/10 00:00:00"
"435","123","50","25","14","814","50","6","02/01/10 00:00:00"
"435","121","49","25","13","809","50","6","03/01/10 00:00:00"
"435","115","47","25","13","821","50","6","04/01/10 00:00:00"
"435","109","44","23","12","844","40","6","05/01/10 00:00:00"
"435","92","37","21","10","876","40","6","06/01/10 00:00:00"
"435","83","34","21","9","890","30","6","08/01/10 00:00:00"
"435","108","44","24","12","886","40","6","09/01/10 00:00:00"
"435","99","40","22","11","881","60","6","10/01/10 00:00:00"
"435","132","54","26","15","885","50","6","11/01/10 00:00:00"
"435","123","50","26","14","898","50","6","12/01/10 00:00:00"
"435","138","50","27","14","821","50","6","01/01/11 00:00:00"
"435","131","50","25","14","814","50","6","02/01/11 00:00:00"
"435","129","49","25","13","809","50","6","03/01/11 00:00:00"
"435","123","47","25","13","821","50","6","04/01/11 00:00:00"
"435","108","44","21","12","844","40","6","05/01/11 00:00:00"
"435","91","37","20","10","876","40","6","06/01/11 00:00:00"
"435","86","35","20","9","894","40","6","07/01/11 00:00:00"
"435","82","34","20","9","890","30","6","08/01/11 00:00:00"
"435","115","44","24","12","886","40","6","09/01/11 00:00:00"
"435","106","40","22","11","881","60","6","10/01/11 00:00:00"
"435","141","54","26","15","885","50","6","11/01/11 00:00:00"
"435","131","50","26","14","898","50","6","12/01/11 00:00:00"
"435","101","41","36","13","236","30","8","02/01/10 00:00:00"
"435","107","43","36","13","231","40","8","03/01/10 00:00:00"
"435","121","49","38","15","241","30","8","04/01/10 00:00:00"
"435","125","51","40","16","265","40","8","05/01/10 00:00:00"
"435","138","56","40","17","302","50","8","06/01/10 00:00:00"
"435","151","61","42","19","329","60","8","07/01/10 00:00:00"
"435","120","49","37","15","315","40","8","09/01/10 00:00:00"
"435","127","52","39","16","327","40","8","12/01/10 00:00:00"
"435","104","38","36","12","241","30","8","01/01/11 00:00:00"
"435","108","41","36","13","236","30","8","02/01/11 00:00:00"
"435","114","43","36","13","231","40","8","03/01/11 00:00:00"
"435","124","51","37","16","265","40","8","05/01/11 00:00:00"
"435","137","56","37","17","302","50","8","06/01/11 00:00:00"
"435","150","61","39","19","329","60","8","07/01/11 00:00:00"
"435","150","61","38","19","322","60","8","08/01/11 00:00:00"
"435","120","46","37","14","316","30","8","11/01/11 00:00:00"
"435","135","52","39","16","327","40","8","12/01/11 00:00:00"
"435","120","48","47","15","372","30","9","01/01/10 00:00:00"
"435","114","45","45","14","366","40","9","02/01/10 00:00:00"
"435","119","47","46","15","361","30","9","03/01/10 00:00:00"
"435","125","50","47","16","372","40","9","04/01/10 00:00:00"
"435","132","52","48","17","397","40","9","05/01/10 00:00:00"
"435","156","62","52","20","436","50","9","06/01/10 00:00:00"
"435","160","64","52","21","467","60","9","07/01/10 00:00:00"
"435","160","64","52","21","460","60","9","08/01/10 00:00:00"
"435","139","55","50","18","453","50","9","09/01/10 00:00:00"
"435","114","45","46","14","447","60","9","10/01/10 00:00:00"
"435","109","43","46","14","452","30","9","11/01/10 00:00:00"
"435","134","48","49","15","372","30","9","01/01/11 00:00:00"
"435","121","45","45","14","366","40","9","02/01/11 00:00:00"
"435","127","47","46","15","361","30","9","03/01/11 00:00:00"
"435","133","50","47","16","372","40","9","04/01/11 00:00:00"
"435","131","52","45","17","397","40","9","05/01/11 00:00:00"
"435","159","64","48","21","467","60","9","07/01/11 00:00:00"
"435","159","64","48","21","460","60","9","08/01/11 00:00:00"
"435","148","55","50","18","453","50","9","09/01/11 00:00:00"
"435","121","45","46","14","447","60","9","10/01/11 00:00:00"
"435","116","43","46","14","452","30","9","11/01/11 00:00:00"
"435","130","48","46","15","462","40","9","12/01/11 00:00:00"
"435","99","88","51","27","525","-30","10","01/01/10 00:00:00"
"435","102","84","49","26","625","-30","10","02/01/10 00:00:00"
"435","133","93","51","28","840","0","10","04/01/10 00:00:00"
"435","136","98","53","30","973","-10","10","05/01/10 00:00:00"
"435","141","116","58","35","1142","-10","10","06/01/10 00:00:00"
"435","109","86","50","26","1698","0","10","10/01/10 00:00:00"
"435","160","92","51","28","1898","20","10","12/01/10 00:00:00"
"435","111","88","54","27","525","-30","10","01/01/11 00:00:00"
"435","109","84","49","26","625","-30","10","02/01/11 00:00:00"
"435","142","93","51","28","840","0","10","04/01/11 00:00:00"
"435","140","116","54","35","1142","-10","10","06/01/11 00:00:00"
"435","123","104","56","32","1574","-20","10","09/01/11 00:00:00"
"435","116","86","50","26","1698","0","10","10/01/11 00:00:00"
"435","130","82","48","25","1804","0","10","11/01/11 00:00:00"
"435","171","92","51","28","1898","20","10","12/01/11 00:00:00"
"435","90","37","63","34","261","0","11","01/01/10 00:00:00"
"435","104","43","68","39","256","10","11","02/01/10 00:00:00"
"435","107","44","69","40","261","10","11","04/01/10 00:00:00"
"435","104","43","69","39","282","10","11","05/01/10 00:00:00"
"435","141","59","82","53","338","10","11","07/01/10 00:00:00"
"435","106","44","69","40","325","10","11","09/01/10 00:00:00"
"435","106","44","69","40","325","-10","11","11/01/10 00:00:00"
"435","118","49","73","44","335","0","11","12/01/10 00:00:00"
"435","101","37","66","34","261","0","11","01/01/11 00:00:00"
"435","114","44","70","40","251","10","11","03/01/11 00:00:00"
"435","114","44","69","40","261","10","11","04/01/11 00:00:00"
"435","103","43","64","39","282","10","11","05/01/11 00:00:00"
"435","124","52","71","47","313","0","11","06/01/11 00:00:00"
"435","150","63","80","57","332","10","11","08/01/11 00:00:00"
"435","116","45","70","41","320","20","11","10/01/11 00:00:00"
"435","113","44","69","40","325","-10","11","11/01/11 00:00:00"
"435","126","49","73","44","335","0","11","12/01/11 00:00:00"
"435","82","35","38","11","196","10","12","01/01/10 00:00:00"
"435","82","35","38","11","191","10","12","02/01/10 00:00:00"
"435","85","36","39","11","187","10","12","03/01/10 00:00:00"
"435","88","37","40","12","195","10","12","04/01/10 00:00:00"
"435","92","39","39","12","212","20","12","05/01/10 00:00:00"
"435","103","44","42","14","258","30","12","07/01/10 00:00:00"
"435","105","45","41","14","253","30","12","08/01/10 00:00:00"
"435","92","39","39","12","244","20","12","10/01/10 00:00:00"
"435","82","35","38","11","248","10","12","11/01/10 00:00:00"
"435","91","39","36","12","212","20","12","05/01/11 00:00:00"
"435","95","41","38","13","239","20","12","06/01/11 00:00:00"
"435","104","45","38","14","253","30","12","08/01/11 00:00:00"
"435","97","39","40","12","248","20","12","09/01/11 00:00:00"
"435","98","39","39","12","244","20","12","10/01/11 00:00:00"
"435","87","35","38","11","248","10","12","11/01/11 00:00:00"
"435","95","38","39","12","256","10","12","12/01/11 00:00:00"
"435","114","46","24","12","777","40","4","01/01/10 00:00:00"
"435","103","42","23","11","771","30","4","02/01/10 00:00:00"
"435","118","48","25","13","766","50","4","03/01/10 00:00:00"
"435","112","45","24","12","777","40","4","04/01/10 00:00:00"
"435","97","39","22","10","799","50","4","05/01/10 00:00:00"
"435","89","36","22","10","828","40","4","06/01/10 00:00:00"
"435","79","32","20","8","837","30","4","09/01/10 00:00:00"
"435","81","33","21","9","836","30","4","11/01/10 00:00:00"
"435","77","31","20","8","844","30","4","12/01/10 00:00:00"
"435","128","46","25","12","777","40","4","01/01/11 00:00:00"
"435","110","42","23","11","771","30","4","02/01/11 00:00:00"
"435","119","45","24","12","777","40","4","04/01/11 00:00:00"
"435","96","39","20","10","799","50","4","05/01/11 00:00:00"
"435","88","36","20","10","828","40","4","06/01/11 00:00:00"
"435","95","39","20","10","845","50","4","07/01/11 00:00:00"
"435","79","32","19","8","841","30","4","08/01/11 00:00:00"
"435","84","32","20","8","837","30","4","09/01/11 00:00:00"
"435","84","32","19","8","833","40","4","10/01/11 00:00:00"
"435","86","33","21","9","836","30","4","11/01/11 00:00:00"
"435","82","31","20","8","844","30","4","12/01/11 00:00:00"
"440","123","52","45","17","405","60","1","10/01/10 00:00:00"
"440","128","53","77","48","458","20","3","05/01/10 00:00:00"
"440","133","52","77","47","421","20","3","03/01/11 00:00:00"
"440","363","181","75","50","1283","170","5","11/01/10 00:00:00"
"440","295","149","61","41","1245","120","5","06/01/11 00:00:00"
"440","330","155","68","43","1280","130","5","09/01/11 00:00:00"
"440","85","32","19","8","482","30","8","11/01/11 00:00:00"
"440","70","29","18","8","835","40","9","05/01/11 00:00:00"
"440","87","33","20","9","870","30","9","12/01/11 00:00:00"
"440","249","99","63","32","798","70","11","09/01/10 00:00:00"
"469","527","244","89","75","1213","270","2","06/01/11 00:00:00"
"469","119","52","27","17","554","70","3","08/01/11 00:00:00"
"469","230","94","37","26","562","90","6","06/01/10 00:00:00"
"469","243","100","37","28","598","110","6","08/01/11 00:00:00"
"469","127","54","45","17","424","30","8","12/01/10 00:00:00"
"469","114","43","36","13","424","30","9","09/01/11 00:00:00"
"475","310","124","71","40","961","130","2","01/01/10 00:00:00"
"475","309","123","72","40","932","130","2","03/01/10 00:00:00"
"475","232","92","61","30","1102","100","2","06/01/10 00:00:00"
"475","225","90","60","29","1139","90","2","08/01/10 00:00:00"
"475","273","110","62","36","1020","110","2","05/01/11 00:00:00"
"475","94","38","21","10","777","40","13","01/01/10 00:00:00"
"475","66","27","18","7","772","40","13","02/01/10 00:00:00"
